"","date","user_id","type","value"
"1882",319,98,2,3.825176239
"1883",3274,17,4,3.439038515
"1884",788,9,2,2.44914484
"1885",2822,23,4,3.434333563
"1886",3645,7,4,1.24
"1887",2587,75,4,2.200344086
"1888",2517,67,2,3.833180666
"1889",2403,21,2,0.607979774
"1890",2842,10,3,0.768701077
"1891",1598,29,4,2
"1892",1083,98,2,3.715894461
"1893",1440,60,4,2.08
"1894",2310,47,2,4
"1895",4026,40,2,1.2
"1896",2917,20,2,4
"1897",1476,78,4,3.24
"1898",4115,39,2,0.547463894
"1899",664,17,2,3.826961279
"1900",1325,82,2,2.6399999
"1901",4455,14,4,0.5999999
"1902",1010,3,4,1.534739256
"1903",3637,80,4,3.12
"1904",3320,52,2,2.92
"1905",4342,20,4,1.3199999
"1906",2938,60,4,2.419677019
"1907",1824,46,4,1.56
"1908",3687,80,2,1.248581648
"1909",1536,43,4,1.950423956
"1910",4493,97,2,3.96
"1911",1731,14,4,2
"1912",1086,78,2,2.507918835
"1913",792,55,4,3.96
"1914",304,97,2,0
"1915",1435,60,4,1.44
"1916",3437,62,4,3.335230589
"1917",2882,90,4,1.36087513
"1918",2536,59,2,2.100498199
"1919",2104,60,2,2
"1920",2831,19,2,1.6400001
"1921",2340,24,2,3.48
"1922",3306,60,3,3.818218946
"1923",3031,11,4,2.4
"1924",2830,43,4,2.28
"1925",4375,66,4,3.6
"1926",4045,39,2,3.987001896
"1927",2611,17,4,2.56
"1928",261,17,4,2.8
"1929",2780,20,1,2.766935587
"1930",2712,39,4,2.616808414
"1931",3539,75,2,2.711333752
"1932",206,76,4,2.359090805
"1933",4263,68,2,0
"1934",275,66,2,2.782491207
"1935",2779,52,4,3.141357422
"1936",4320,73,2,3
"1937",3854,83,2,2.99646759
"1938",4424,64,4,1.818945169
"1939",2956,52,2,1
"1940",703,90,2,1.577467442
"1941",3803,97,2,3.88
"1942",2357,76,2,2
"1943",1076,18,2,3.6
"1944",996,32,2,3
"1945",234,12,3,2.117604733
"1946",4549,57,4,1.50269866
"1947",1511,8,4,1.4000001
"1948",1965,59,4,2.76
"1949",958,10,2,3.249102831
"1950",3336,1,2,1.946295023
"1951",1461,94,4,0.795271397
"1952",1806,45,1,1.8
"1953",1706,66,4,0
"1954",3264,52,4,1.28
"1955",3862,66,3,3.04
"1956",3840,53,1,2.616808414
"1957",1786,17,4,4
"1958",3005,33,4,3.04
"1959",1738,52,2,1.96
"1960",1814,91,4,3.815165281
"1961",2530,51,2,2.252462387
"1962",4448,23,2,0.6400001
"1963",4437,17,4,1.24
"1964",824,61,4,0.869165659
"1965",653,32,4,3.56
"1966",2509,79,2,3.96
"1967",133,31,2,3.4
"1968",4701,10,4,2.262941837
"1969",3788,83,3,3.3600001
"1970",696,75,4,0.9200001
"1971",110,82,2,2.764931679
"1972",3387,97,4,2.8
"1973",3428,20,2,1.72
"1974",3192,7,4,0.9200001
"1975",3453,66,2,2.943923712
"1976",2465,39,4,2.1599998
"1977",527,80,2,3.633824825
"1978",1100,31,4,1.8800001
"1979",1386,92,2,1
"1980",2224,46,4,3.817848444
"1981",3586,17,4,0.03999996
"1982",1154,95,2,3.485015869
"1983",4033,25,4,1.96
"1984",1619,52,4,1.56
"1985",1720,35,2,1.2
"1986",1740,64,2,0.5999999
"1987",2397,17,2,3
"1988",3705,10,4,1.5999999
"1989",1765,33,4,1.24
"1990",542,59,4,1.04
"1991",2642,52,4,0.16000009
"1992",188,30,3,1.723220348
"1993",218,75,2,1.907581091
"1994",1793,43,1,3.12898016
"1995",2782,46,2,3.96
"1996",2068,33,4,1.48
"1997",4123,94,2,3
"1998",854,10,2,1.8800001
"1999",94,10,4,2.338464022
"2000",3904,79,4,3.826961279
"2001",3525,33,3,4
"2002",808,43,2,2.28
"2003",4312,59,2,2
"2004",4331,17,2,1.461571455
"2005",2065,4,4,3.52
"2006",4651,30,2,4
"2007",4128,33,2,2
"2008",3678,57,2,1.44
"2009",3642,91,2,0
"2010",1385,86,4,0.03999996
"2011",57,64,3,2.76
"2012",4385,39,2,2.262860775
"2013",1934,28,2,0.52
"2014",4173,33,2,3
"2015",2215,52,2,2.3600001
"2016",1335,72,4,0.905404329
"2017",2288,97,4,3.189279795
"2018",2678,52,4,1.76
"2019",1268,64,4,1.444152832
"2020",2148,46,2,1.6800001
"2021",3545,17,2,1.6800001
"2022",1055,92,2,0.847713947
"2023",4197,10,4,1
"2024",4587,28,4,3.44
"2025",3537,44,2,3.467668772
"2026",3711,10,4,2.619281292
"2027",3583,17,4,1.48
"2028",4207,98,2,3.208565235
"2029",3714,78,4,2.44
"2030",1426,9,2,3.68
"2031",4654,72,2,2
"2032",115,62,3,4
"2033",1939,52,2,1.035830021
"2034",3263,53,2,3.09356451
"2035",965,32,2,1.8399999
"2036",674,96,2,3.027210474
"2037",846,90,2,1
"2038",1581,50,2,1.1199999
"2039",114,46,2,2.17874074
"2040",3786,95,4,3.96
"2041",1155,55,4,3.446164608
"2042",2597,79,4,0
"2043",2316,97,2,3.96
"2044",3224,6,4,3.4
"2045",4149,10,2,2.44
"2046",739,21,4,2.666840315
"2047",2658,33,4,3.231533051
"2048",3374,90,2,0.384444952
"2049",3207,75,2,2.8400002
"2050",534,17,4,3.356535912
"2051",2826,89,2,1.72
"2052",2824,39,1,3.571474075
"2053",1537,50,2,2.112901211
"2054",2880,11,4,4
"2055",3249,12,4,2.04
"2056",676,80,2,3.121406555
"2057",3277,52,4,3
"2058",298,83,4,4
"2059",1802,53,4,0.915419817
"2060",3286,39,4,2.628399611
"2061",2544,59,1,2.994668007
"2062",3896,10,1,1.607371569
"2063",419,78,4,0.184983492
"2064",2998,98,4,3.96
"2065",1766,79,4,3.72
"2066",3429,19,4,1.9200001
"2067",1957,48,2,2.28
"2068",3388,80,4,2.611168385
"2069",830,59,4,3.775335789
"2070",2499,52,4,1.3599999
"2071",233,60,4,2
"2072",3224,66,2,3.68
"2073",1858,92,2,2.24215579
"2074",1369,56,4,2.24
"2075",627,50,4,3.141273022
"2076",1610,52,2,3.4
"2077",4655,52,4,2.24
"2078",20,65,2,3.96
"2079",2650,95,2,4
"2080",2732,34,2,1.19848156
"2081",629,52,2,2.35871315
"2082",3678,10,2,1.359805822
"2083",3739,23,2,0.800951958
"2084",50,46,4,4
"2085",1888,4,4,1.600184917
"2086",2959,20,2,4
"2087",3169,80,4,1.619964123
"2088",387,50,2,4
"2089",1356,52,4,0
"2090",3508,59,4,0.853301287
"2091",4235,7,4,4
"2092",2381,33,4,2.56
"2093",4232,39,1,2.346788883
"2094",1689,66,2,3.96
"2095",1212,33,4,3
"2096",1435,65,4,3.617722511
"2097",2420,59,4,3.609582663
"2098",1526,43,4,0.262511969
"2099",56,55,4,2.6
"2100",768,39,3,3.675173044
"2101",1908,33,2,3.024201393
"2102",548,78,4,1.48
"2103",3245,42,4,1.8
"2104",3074,90,2,1
"2105",4249,52,2,3
"2106",3026,33,4,1
"2107",2239,17,4,4
"2108",4333,53,2,2
"2109",2044,17,4,3.96
"2110",3156,16,2,0.03999996
"2111",3942,33,2,3.266352654
"2112",4381,52,3,1.76
"2113",2984,59,4,1
"2114",2358,46,4,3.3600001
"2115",4081,26,2,4
"2116",4440,19,4,2
"2117",541,47,4,1
"2118",4561,78,3,4
"2119",3577,79,2,3.415566444
"2120",3846,4,4,2.07399106
"2121",4624,46,4,4
"2122",3706,33,2,0.917868614
"2123",2118,80,2,2.481157064
"2124",3480,11,2,3
"2125",3823,14,3,0
"2126",413,90,4,3.473618031
"2127",651,14,2,3.714889288
"2128",3479,33,4,2.889659405
"2129",4147,4,4,4
"2130",181,36,4,3
"2131",3061,10,4,2.48
"2132",2987,52,4,1.687558651
"2133",3058,60,3,2
"2134",1026,75,1,3.4
"2135",312,91,1,4
"2136",4690,10,4,3.96
"2137",3037,38,4,3.04
"2138",4220,5,2,0.03999996
"2139",2602,33,2,2.708488941
"2140",21,34,2,4
"2141",2396,46,2,2
"2142",4452,66,2,3.96
"2143",1079,27,2,2.8
"2144",519,65,2,1.72
"2145",125,65,4,3
"2146",3003,55,4,1.4000001
"2147",4270,59,2,0.013153791
"2148",3397,33,4,2.423883915
"2149",4137,44,4,1.56
"2150",2716,17,4,1.364596844
"2151",2989,55,2,0.703287363
"2152",1799,81,4,3.4
"2153",2442,48,2,2.8
"2154",2330,61,2,3.714381218
"2155",1077,80,2,2
"2156",3227,81,4,1.52
"2157",4191,33,2,0.79999995
"2158",1701,52,2,2.96
"2159",1542,69,1,3
"2160",841,33,2,2.12
"2161",2724,11,4,3.08
"2162",1473,85,4,2.572725058
"2163",2756,80,2,2
"2164",273,64,2,2.498794556
"2165",216,17,2,1
"2166",668,90,4,0.4000001
"2167",2796,90,4,2.52
"2168",758,64,4,2.24
"2169",1252,45,2,3
"2170",3661,60,2,1.5999999
"2171",1246,26,2,3.6
"2172",836,75,2,3
"2173",3370,66,2,3.92
"2174",3234,46,1,3.937302589
"2175",4004,22,1,2.104001522
"2176",242,17,2,2.96
"2177",3072,43,4,2
"2178",4016,65,4,2.76131916
"2179",3771,48,4,3.92
"2180",3347,80,4,0
"2181",1641,39,2,4
"2182",451,62,4,4
"2183",4340,16,1,1.9200001
"2184",2611,10,2,3.97984004
"2185",3111,63,2,1.058233261
"2186",4464,1,1,3.121406555
"2187",1416,52,4,2.2
"2188",1178,90,4,2.76
"2189",3173,33,4,0
"2190",1252,52,2,1.72
"2191",3845,6,2,2
"2192",4296,90,4,4
"2193",1171,79,4,4
"2194",1210,33,2,0.03999996
"2195",388,0,4,1.776960135
"2196",1305,88,2,4
"2197",4280,17,2,0.744732141
"2198",2966,63,2,2.6399999
"2199",1233,64,2,1.9200001
"2200",1955,41,2,3.08
"2201",404,34,2,3
"2202",2505,17,2,4
"2203",2935,74,4,3.2
"2204",638,64,4,4
"2205",1876,20,1,1.6400001
"2206",1636,88,2,4
"2207",3362,17,4,2.2
"2208",1911,83,4,1
"2209",4489,60,4,0.03999996
"2210",1104,68,4,2.56
"2211",1645,52,2,3.457108498
"2212",3424,59,4,0.03999996
"2213",2238,37,4,1.9200001
"2214",1940,48,2,3
"2215",4366,61,4,2.04
"2216",2318,86,2,3.979363918
"2217",818,64,4,2.8
"2218",3296,52,2,3.88
"2219",3681,92,4,2.72
"2220",4327,78,2,3.92
"2221",4050,52,2,3.92
"2222",856,52,2,2.498794556
"2223",4265,80,2,1.8399999
"2224",2717,4,1,4
"2225",809,17,2,1.6800001
"2226",985,9,4,3.28
"2227",2084,14,4,2.290636539
"2228",4699,59,4,4
"2229",3456,90,4,2
"2230",2482,64,4,0.285231113
"2231",4410,97,1,2
"2232",1781,59,2,1.577618599
"2233",2211,20,3,2.4
"2234",1932,33,2,4
"2235",2369,52,2,2.72
"2236",2098,17,4,0.605785847
"2237",3929,52,3,2.04
"2238",605,39,4,3.6
"2239",2457,8,2,2.44
"2240",3700,46,2,0.320828438
"2241",2642,97,2,2.001997709
"2242",2683,80,2,3.96
"2243",2978,64,2,1.894060373
"2244",3430,17,4,3.474902153
"2245",4014,24,4,3.524581432
"2246",4606,33,4,3.755035877
"2247",1942,52,2,1.765165806
"2248",2868,68,4,2
"2249",2115,39,4,2.6
"2250",2395,6,3,2.04
"2251",1978,98,4,1
"2252",4465,17,4,3.613412857
"2253",4275,12,2,3.96
"2254",3072,52,2,2.437448263
"2255",3401,17,2,2.8400002
"2256",4607,95,2,2.764931679
"2257",1330,92,4,3.801231146
"2258",3548,33,2,1.302949429
"2259",2863,34,2,1.174212694
"2260",616,73,1,2.04
"2261",832,90,4,2.04
"2262",3238,95,2,2.572725058
"2263",2708,95,4,3.52
"2264",4246,59,4,3.28
"2265",3322,65,4,1.76
"2266",665,89,4,3.649854183
"2267",229,35,4,3.275367975
"2268",4071,12,4,2.092656136
"2269",2133,1,2,1.72
"2270",3363,19,2,2.1599998
"2271",4266,85,4,1.9200001
"2272",3062,77,4,0.07999992
"2273",3124,64,2,1.033045053
"2274",3672,19,2,0
"2275",3570,52,4,1.565566063
"2276",1034,11,4,0.14303875
"2277",558,59,4,1.72
"2278",574,80,4,3.306418896
"2279",2830,65,2,2.370476723
"2280",2714,90,4,0.259150505
"2281",3338,14,2,3.92
"2282",2889,10,2,0.8800001
"2283",4672,75,4,3.81132412
"2284",50,98,4,0.977735996
"2285",3071,32,4,3.845979929
"2286",3212,4,4,4
"2287",4122,33,4,2
"2288",862,7,4,0
"2289",3601,4,2,4
"2290",1794,66,2,3
"2291",444,28,2,2.370588779
"2292",1297,59,4,2
"2293",1630,33,2,2
"2294",2369,75,2,1.333470345
"2295",3555,75,2,2.8
"2296",790,52,1,1.091099262
"2297",2470,21,4,2.88800025
"2298",1250,46,4,3.96
"2299",4447,39,2,1
"2300",3757,72,2,3.08
"2301",3414,53,1,2.6799998
"2302",3828,43,2,2.214189768
"2303",2576,52,4,1.04
"2304",4304,59,4,2
"2305",837,4,4,3.71130085
"2306",3580,90,2,3.951440811
"2307",2462,60,4,1
"2308",4236,17,4,1
"2309",677,75,3,1.72
"2310",2634,98,2,3.805641174
"2311",4469,68,4,4
"2312",815,64,4,3
"2313",313,39,1,2
"2314",3476,13,2,3.28
"2315",3766,7,2,1.44
"2316",2878,46,2,2.6
"2317",1000,80,2,1.96
"2318",749,90,4,1
"2319",858,59,4,3
"2320",636,17,3,0.31999993
"2321",2671,4,4,4
"2322",1809,59,2,2.583226919
"2323",2891,23,2,3.92
"2324",3775,29,4,3.96
"2325",4166,78,2,3.805422783
"2326",1459,10,2,2.525999546
"2327",4269,46,4,0.96000004
"2328",4007,73,2,2
"2329",445,33,2,2
"2330",2704,32,4,3.547976494
"2331",2334,34,2,1
"2332",2600,12,4,2.48
"2333",3050,97,2,3.6
"2334",1417,75,2,2.4
"2335",456,50,4,3.4
"2336",3439,35,4,1.07444191
"2337",1340,17,4,3.374757767
"2338",3531,9,2,1
"2339",1295,46,4,3.8
"2340",189,59,2,3.08
"2341",4426,64,2,2.8400002
"2342",898,69,4,3.737623215
"2343",309,66,4,2.8
"2344",516,12,4,1
"2345",3417,54,4,2.72
"2346",4591,20,4,1.44
"2347",1283,64,2,3.706187725
"2348",3577,46,4,3.92
"2349",4151,60,4,3.96
"2350",4053,65,4,1.96
"2351",402,46,4,0
"2352",4284,20,2,3.863855362
"2353",35,10,2,1.48
"2354",431,59,1,2.6399999
"2355",639,14,3,2.1599998
"2356",3679,60,4,3.407521963
"2357",1628,17,4,3.942593098
"2358",3692,34,4,3.574881315
"2359",776,90,2,1.48
"2360",1220,93,4,3.6399999
"2361",951,60,4,2
"2362",4627,40,4,2.76
"2363",1183,46,4,2.04
"2364",4435,34,2,1.56
"2365",4207,39,2,2.1599998
"2366",2565,31,2,4
"2367",2546,17,2,3.28
"2368",3357,54,4,4
"2369",50,98,2,3.2
"2370",3463,68,2,1.8800001
"2371",1531,54,4,2.973839283
"2372",4565,64,2,4
"2373",3611,33,4,0.97040844
"2374",102,33,2,0.8399999
"2375",3270,34,4,2.52
"2376",496,90,2,2
"2377",484,10,4,3.96
"2378",1344,44,4,2
"2379",3888,25,2,2
"2380",2535,52,4,3.613412857
"2381",2634,1,2,3.092123747
"2382",4008,59,2,2.88
"2383",1342,13,2,2.883426189
"2384",723,48,2,3
"2385",3110,97,4,3.509873867
"2386",1960,33,4,3.32
"2387",3495,86,2,4
"2388",1915,52,2,2
"2389",4214,7,4,4
"2390",2041,17,2,4
"2391",4654,99,4,0.07999992
"2392",2839,90,2,3.92
"2393",2980,52,4,0.79999995
"2394",3897,52,2,0.290652752
"2395",734,64,4,2.356623888
"2396",3391,52,4,2.695346355
"2397",360,59,2,1
"2398",1950,10,1,0.605581284
"2399",2954,52,2,3.534110546
"2400",3185,4,4,1.28
"2401",2222,59,4,1.159023523
"2402",4259,59,4,2
"2403",3866,91,2,3.12
"2404",3066,97,2,2.08
"2405",134,52,2,2.76
"2406",2451,59,1,2.263245106
"2407",6,66,2,4
"2408",1486,80,4,1.986660242
"2409",947,43,2,3.754028082
"2410",528,59,4,2.3200002
"2411",327,62,4,1.901654005
"2412",3382,48,4,2.72
"2413",458,4,4,0
"2414",3102,46,2,1.72
"2415",1780,66,4,3.76
"2416",3959,52,4,3.92
"2417",3668,80,3,0
"2418",3658,59,4,3.6399999
"2419",2726,48,2,3
"2420",4204,45,2,2.76
"2421",1354,16,4,2.6
"2422",3826,91,4,2.41876936
"2423",4388,80,2,3.92
"2424",1339,59,2,1.48
"2425",1260,82,2,3.96
"2426",4338,83,4,3.225210905
"2427",1795,7,4,2.35871315
"2428",699,64,4,3.44
"2429",3817,90,2,1.3599999
"2430",1567,32,4,4
"2431",692,52,2,2
"2432",695,34,2,1.184104204
"2433",4588,17,3,3.76
"2434",2277,54,2,3.56
"2435",2501,9,2,3.6399999
"2436",3488,60,4,0.527601719
"2437",2983,59,2,2.341204166
"2438",2609,32,4,3.04
"2439",2984,33,4,1.3599999
"2440",4559,17,4,3.96
"2441",2244,2,2,2.72
"2442",1562,21,4,1
"2443",2772,33,2,1
"2444",2336,10,4,2.018023491
"2445",3380,26,2,2.6399999
"2446",679,19,4,1.607226849
"2447",1874,33,1,2
"2448",3060,59,4,0.119999886
"2449",4161,17,4,3.4
"2450",3129,84,2,0
"2451",3273,16,4,1
"2452",3347,80,3,3.817398548
"2453",4493,90,2,3.419565916
"2454",3980,69,4,0.5999999
"2455",3179,65,4,0
"2456",2325,49,4,2
"2457",475,19,4,3
"2458",3829,52,1,1
"2459",3990,65,4,4
"2460",425,66,2,1.738219023
"2461",2139,52,4,1.1600001
"2462",2735,14,4,2.48
"2463",2206,30,4,2
"2464",4276,24,3,1
"2465",1997,18,4,1.48
"2466",4224,76,1,1.8
"2467",1165,84,2,0
"2468",4561,17,4,1
"2469",3069,52,4,4
"2470",1152,51,2,3.24
"2471",4626,43,4,1.208953857
"2472",264,75,2,2.341513634
"2473",534,94,4,1.4000001
"2474",3491,12,2,3.28
"2475",4084,82,4,4
"2476",4408,46,2,1
"2477",1249,10,2,0.731728554
"2478",600,33,4,3.896861076
"2479",1764,33,2,1.5999999
"2480",3950,33,4,4
"2481",4672,33,2,3.2
"2482",2060,47,4,1
"2483",1006,34,4,0.48000002
"2484",1780,33,1,3.700139046
"2485",4062,45,2,0.855713606
"2486",4547,91,3,0.569460869
"2487",140,80,2,1.96
"2488",4404,80,2,0.52
"2489",713,82,4,3.722797155
"2490",3465,59,4,4
"2491",687,68,2,1.52
"2492",251,4,4,1.5999999
"2493",3477,51,4,1.745503426
"2494",3874,90,4,3.948045969
"2495",3532,23,1,2.775219917
"2496",4422,46,4,2.091576338
"2497",3433,52,2,1.5999999
"2498",3548,46,4,2.6
"2499",1279,47,4,2.775219917
"2500",4332,52,4,2.938067436
"2501",3709,60,4,1.9200001
"2502",3907,48,2,2.431848049
"2503",1716,60,2,3.030375004
"2504",755,94,4,2.549137592
"2505",2630,55,2,3.32
"2506",73,84,3,4
"2507",1648,34,4,0.6400001
"2508",3072,90,4,1.96
"2509",2665,39,4,3.194011688
"2510",3164,20,4,2.44
"2511",3161,55,4,1.886151075
"2512",4012,38,4,3
"2513",97,73,4,3.930021524
"2514",3009,27,1,2.08
"2515",1271,97,2,1
"2516",2624,63,2,3.76
"2517",1542,32,2,4
"2518",3307,60,4,0.07999992
"2519",4249,90,3,3.736364841
"2520",2663,59,2,0.20000005
"2521",1529,66,4,1.88108182
"2522",293,11,3,0
"2523",2794,26,2,4
"2524",793,49,2,2.469602585
"2525",4637,9,2,0.751023054
"2526",434,83,4,1.471524954
"2527",274,17,2,3.04
"2528",1420,52,2,0
"2529",3481,33,4,1.4000001
"2530",3954,59,4,1.28
"2531",1335,49,4,1
"2532",849,32,4,2
"2533",4429,39,4,2.76
"2534",358,29,2,0
"2535",863,60,2,3
"2536",4442,48,4,1.1600001
"2537",4608,97,4,4
"2538",844,58,3,2.301509857
"2539",785,10,4,4
"2540",2356,17,4,3.4
"2541",3221,20,2,3.531163216
"2542",3908,43,1,3.947407961
"2543",4123,97,4,2.2
"2544",3710,91,1,3.92
"2545",4386,66,2,3.61541748
"2546",4201,52,4,2.010258436
"2547",2469,71,4,3.284502268
"2548",536,12,2,0.795271397
"2549",1334,33,4,1.28
"2550",2699,60,2,2
"2551",770,18,1,4
"2552",257,52,4,2.8400002
"2553",489,52,4,1
"2554",4148,59,2,2
"2555",4049,62,4,1.56
"2556",3621,10,2,3
"2557",3171,79,4,3.047333241
"2558",550,9,4,3.4
"2559",598,57,4,2.48
"2560",1277,10,4,3.222990513
"2561",308,27,4,1.2
"2562",320,52,4,2.04
"2563",4135,85,4,3.610993624
"2564",3167,52,4,1
"2565",585,90,2,0.946698666
"2566",258,85,2,0
"2567",3089,55,2,3
"2568",431,1,2,1
"2569",396,99,4,0.07999992
"2570",3173,90,4,3
"2571",4490,33,4,3.266172886
"2572",353,66,4,0.20000005
"2573",868,17,2,2.04
"2574",3819,48,2,1.24
"2575",3234,83,2,4
"2576",4335,52,4,3.04
"2577",631,4,4,3.92
"2578",1350,54,2,2
"2579",967,33,2,1.8399999
"2580",1768,7,2,3.92
"2581",821,73,2,0.119999886
"2582",565,46,2,1.8399999
"2583",2747,21,2,2.52
"2584",2021,80,4,2.4
"2585",3511,98,4,1.6800001
"2586",879,90,4,3.263459206
"2587",2723,54,4,3.16
"2588",3260,29,2,1.52
"2589",1729,78,4,3.92
"2590",1833,48,2,3.629940987
"2591",4494,17,4,3.96
"2592",4703,68,2,3.84
"2593",522,97,2,1
"2594",2590,33,2,2
"2595",2270,74,1,3.24
"2596",4445,46,4,2
"2597",2512,46,1,3.92
"2598",212,55,4,0.03999996
"2599",1412,7,1,3.518376827
"2600",796,4,4,3
"2601",906,66,4,0.982290745
"2602",539,46,4,0
"2603",442,46,2,3.76
"2604",2424,82,2,2.244962692
"2605",2760,32,4,3.035117865
"2606",355,59,2,1
"2607",1891,5,3,2.596482039
"2608",3997,66,2,4
"2609",1253,91,4,4
"2610",739,43,4,3
"2611",1188,64,4,2.268407345
"2612",573,89,2,1.1199999
"2613",2943,66,2,3
"2614",2069,52,1,4
"2615",3129,83,2,1
"2616",3772,4,4,3.16
"2617",1650,33,4,0.52
"2618",1757,52,2,3.177338839
"2619",3157,59,4,3.736559391
"2620",577,17,4,2.262860775
"2621",4124,52,1,1.5999999
"2622",1093,19,4,4
"2623",3448,28,2,3.050121784
"2624",2439,60,4,3.737243176
"2625",3238,17,2,4
"2626",405,17,2,2.26354003
"2627",3573,90,4,3.72
"2628",2652,14,4,2.1599998
"2629",122,60,2,3
"2630",396,34,2,3.2
"2631",2589,64,2,4
"2632",1458,46,1,2.594639778
"2633",392,73,2,1.8399999
"2634",3014,90,2,2.243603468
"2635",4389,84,4,3.534110546
"2636",2747,17,4,0.48000002
"2637",1136,55,4,1
"2638",107,52,4,3.84
"2639",3636,33,4,3.770503521
"2640",2848,49,4,2
"2641",2571,22,3,4
"2642",1393,29,4,3.32
"2643",2234,60,4,0.119999886
"2644",1249,32,4,3.731123209
"2645",3874,33,4,2.92
"2646",3703,46,2,1.5999999
"2647",406,33,4,4
"2648",3282,81,4,0.718510628
"2649",2659,48,4,3.716561317
"2650",1663,10,3,3.12
"2651",2634,75,3,1.44
"2652",4349,33,2,3.347318649
"2653",1189,10,2,1.746165752
"2654",831,27,4,3.226409197
"2655",3200,46,2,2
"2656",2067,48,4,0.03999996
"2657",855,4,2,3.2
"2658",1251,52,2,3.16
"2659",4620,53,2,2.537191629
"2660",4370,59,4,2.345850945
"2661",2334,97,2,0.03999996
"2662",2138,12,2,3.96
"2663",2258,20,2,3.407202244
"2664",349,28,2,2
"2665",281,43,4,3.983927727
"2666",698,52,1,3.2
"2667",2003,39,4,0.74399972
"2668",3934,66,2,0.768701077
"2669",4107,66,2,3.84
"2670",2194,90,4,3.794983149
"2671",44,80,4,2.552620888
"2672",292,90,4,2.4
"2673",2607,11,4,0.03999996
"2674",902,4,4,1.8800001
"2675",2440,37,4,1.266628742
"2676",3378,39,4,0
"2677",4525,42,2,3.6399999
"2678",2888,98,4,2
"2679",2461,59,4,3.92
"2680",489,20,2,1.72
"2681",1607,33,4,0.549093723
"2682",1649,33,4,3
"2683",1156,17,4,2
"2684",4175,66,2,1.04
"2685",365,12,4,3.88
"2686",3257,17,2,0
"2687",1255,23,2,0.8800001
"2688",155,61,4,4
"2689",3658,59,4,3.372992992
"2690",2813,59,2,2
"2691",4711,39,2,2.24
"2692",136,62,4,2.321850777
"2693",4304,10,4,2
"2694",2547,70,4,2.243603468
"2695",695,36,2,0.96000004
"2696",3478,58,4,1.96
"2697",853,33,3,2
"2698",2631,90,4,0.9200001
"2699",1787,85,2,3.176800966
"2700",2754,82,3,0.541019678
"2701",4417,84,2,1.379262924
"2702",4337,69,2,3
"2703",2745,59,4,1
"2704",1520,17,4,2.3200002
"2705",2223,78,4,3.793543339
"2706",4198,17,2,2.76
"2707",4046,17,3,3
"2708",3145,46,1,1.797244072
"2709",3838,97,4,3.690564632
"2710",3162,17,2,1.56
"2711",2311,55,4,3
"2712",3420,59,4,1.995661497
"2713",1234,52,2,2.387473106
"2714",920,20,4,3.96
"2715",1893,16,2,2
"2716",3690,59,2,4
"2717",34,33,4,0.982891321
"2718",3396,34,2,3.296712637
"2719",3783,38,2,2.08
"2720",1789,39,2,3.878356218
"2721",807,11,2,1.561988354
"2722",2071,16,3,0
"2723",2821,48,4,1.96
"2724",4648,31,2,3.214026928
"2725",3538,37,2,3.228366613
"2726",2408,64,2,2.72
"2727",1275,52,2,1.9200001
"2728",3094,23,4,2
"2729",4264,32,2,1.1199999
"2730",3361,10,2,1.24
"2731",381,82,2,3.4
"2732",1347,48,2,4
"2733",210,87,3,2.44
"2734",2652,80,4,0.07999992
"2735",1757,21,2,1.4000001
"2736",3285,10,4,4
"2737",976,32,4,3.880459547
"2738",2437,39,4,2
"2739",3782,67,2,0.327749968
"2740",1771,2,3,2
"2741",4440,33,4,2
"2742",2114,6,2,0
"2743",821,51,4,2.385821819
"2744",1346,52,4,1.2
"2745",2238,69,4,3.96
"2746",369,84,2,2.285588741
"2747",1736,59,2,4
"2748",931,39,4,1
"2749",3274,66,4,3.354443312
"2750",1810,33,2,3.674675465
"2751",45,66,2,2.72
"2752",60,54,4,3.04
"2753",4050,33,2,3
"2754",1023,45,4,1.170239449
"2755",5,26,2,2.628399611
"2756",998,47,2,4
"2757",1782,55,2,1
"2758",1089,54,4,3.96
"2759",1986,94,4,2.680358171
"2760",2659,80,2,2.382155895
"2761",4437,17,2,0.620795488
"2762",4205,12,2,3
"2763",1305,62,4,1.981023312
"2764",363,17,4,2.4
"2765",2252,51,2,1
"2766",1422,17,4,4
"2767",3930,53,2,2.454309464
"2768",3337,75,2,3.96
"2769",509,69,2,2.76
"2770",3453,17,4,3.44
"2771",3490,64,4,1.47756052
"2772",334,68,2,3.2
"2773",2521,68,2,2
"2774",623,94,4,3.28
"2775",2292,80,2,1.52
"2776",4227,80,2,1
"2777",1918,39,4,1.368218899
"2778",1537,59,4,0.79999995
"2779",1441,82,4,3.68
"2780",2423,22,4,0.892601252
"2781",1208,52,2,1.2
"2782",1206,59,4,2.285411835
"2783",3911,15,4,2.161137104
"2784",1329,25,2,3.113035202
"2785",399,52,2,3.865397692
"2786",2183,4,3,4
"2787",2476,60,4,3
"2788",1279,59,4,2.88
"2789",1799,34,4,1.2
"2790",763,18,2,4
"2791",2286,60,4,2
"2792",2929,84,2,2
"2793",4042,69,2,2.28
"2794",2982,97,2,1.787372589
"2795",2294,75,2,3.518376827
"2796",726,33,2,3.32
"2797",4239,80,3,1.3199999
"2798",3457,69,4,0
"2799",33,50,2,3.24
"2800",2378,64,4,3.265428305
"2801",1770,33,2,1.8399999
"2802",3858,60,2,0.259150505
