"","date","user_id","type","value"
"3759",3569,86,2,2
"3760",4666,80,3,2.2
"3761",1711,17,4,2.6399999
"3762",1412,82,2,3.92
"3763",3882,95,4,1.359805822
"3764",4155,52,1,2.8400002
"3765",3983,17,4,4
"3766",1262,56,4,2
"3767",2103,60,4,3
"3768",4028,80,2,3.48
"3769",244,60,4,2.76
"3770",960,17,4,2.290636539
"3771",3497,78,4,1.578464508
"3772",3965,7,2,3.63275218
"3773",517,17,2,3.96
"3774",1849,39,3,1.52
"3775",2119,52,2,1.6800001
"3776",632,66,2,3.96
"3777",1111,69,1,0.875669003
"3778",2057,17,4,4
"3779",885,98,1,0.79999995
"3780",2617,52,4,3.96
"3781",2052,70,4,2.907494545
"3782",788,66,2,3.56
"3783",209,34,4,3.96
"3784",1566,4,2,2
"3785",1545,33,2,1
"3786",748,72,4,3.596003294
"3787",317,52,4,3.92
"3788",2836,17,4,2.3200002
"3789",1323,46,4,3.96
"3790",373,13,4,1.809715033
"3791",3864,84,2,1.666986942
"3792",2827,37,4,3.2
"3793",490,83,3,1.5999999
"3794",4325,64,2,3.96
"3795",382,60,4,1
"3796",3480,45,3,2.6799998
"3797",2314,43,2,0.03999996
"3798",4615,3,4,1.56138134
"3799",4232,15,4,2.084269524
"3800",674,87,4,2.1599998
"3801",2427,98,4,0.03999996
"3802",2167,52,2,1.140876055
"3803",356,30,2,1.56
"3804",2163,10,2,2.196434021
"3805",4365,17,4,2
"3806",1642,60,2,4
"3807",1898,52,2,4
"3808",196,17,4,2
"3809",1501,33,4,0.44000006
"3810",804,10,2,3.4
"3811",2688,52,4,1.628918648
"3812",2941,39,2,3.479655743
"3813",2138,54,4,3
"3814",3525,33,2,2.244269371
"3815",3080,4,2,4
"3816",1150,96,2,3.3600001
"3817",4233,60,2,3.129570723
"3818",4391,0,4,4
"3819",4627,17,2,2
"3820",3256,68,4,1.6400001
"3821",2945,64,2,3.180510521
"3822",3927,17,2,3.56
"3823",3886,52,4,3
"3824",614,34,2,2.28
"3825",2477,36,4,0.6400001
"3826",1886,65,2,2.296238661
"3827",912,97,4,3.92
"3828",2703,73,4,1.163066626
"3829",1547,17,2,3.96
"3830",4287,17,2,0.4000001
"3831",1094,39,4,3.92
"3832",3470,26,4,4
"3833",3608,48,2,0.48000002
"3834",2255,54,2,2.56
"3835",268,33,4,2
"3836",2391,91,2,0.830639839
"3837",979,52,4,2.72
"3838",575,92,1,3.355217934
"3839",1871,64,2,3.96
"3840",2827,59,2,3.2
"3841",3771,59,2,3.731123209
"3842",403,61,4,3
"3843",1596,55,2,2.332460403
"3844",1466,3,1,2.8400002
"3845",3271,9,2,1
"3846",2871,4,2,4
"3847",2787,52,4,3.978744268
"3848",3305,46,2,4
"3849",2492,34,1,2.6
"3850",3395,80,2,2.807357788
"3851",1934,8,4,2
"3852",287,52,4,2.08
"3853",2387,17,2,3
"3854",1861,54,4,3.538522005
"3855",2977,11,4,2.023932695
"3856",4465,33,4,3.24
"3857",1956,33,4,0.724170923
"3858",2200,23,4,3.6
"3859",3281,92,2,3.08
"3860",4441,48,2,4
"3861",710,84,2,3.419565916
"3862",2662,59,4,1
"3863",817,20,4,4
"3864",3654,54,4,3.677155495
"3865",284,51,4,0.11289072
"3866",253,70,2,2.088094711
"3867",3871,59,2,2.72
"3868",4609,80,4,1.6800001
"3869",1468,43,1,3.48
"3870",1116,17,4,3.76
"3871",3717,90,1,1.6800001
"3872",1624,59,2,4
"3873",2969,59,2,4
"3874",703,21,2,1.5999999
"3875",2713,38,2,3
"3876",803,39,2,2.860725403
"3877",2639,59,4,4
"3878",745,25,4,1
"3879",4707,64,2,4
"3880",1179,66,4,3.208565235
"3881",2643,7,2,1.001698017
"3882",4069,17,2,1.90089345
"3883",1898,85,4,0.03999996
"3884",802,97,4,3.025325537
"3885",1951,81,2,1.6400001
"3886",1923,23,2,3.797318459
"3887",2996,69,4,3
"3888",3952,59,3,1.8399999
"3889",4164,33,3,1.8
"3890",177,95,4,4
"3891",3253,90,2,3.4
"3892",2014,52,4,3.4
"3893",646,39,2,4
"3894",716,17,2,2.08
"3895",3507,68,3,3.865397692
"3896",1526,74,4,3.562577963
"3897",4306,64,2,3.3600001
"3898",2416,25,2,2.088094711
"3899",1920,10,2,1.56
"3900",4474,36,2,4
"3901",3991,97,3,0.03999996
"3902",3464,60,2,3.96
"3903",4080,60,4,3.183544159
"3904",2829,66,4,3.931677818
"3905",3623,52,2,2
"3906",4562,39,4,4
"3907",412,98,2,3
"3908",1420,98,2,3.16
"3909",4394,75,4,4
"3910",3596,14,1,2.298010349
"3911",562,46,1,2
"3912",3035,47,2,2.56
"3913",248,19,4,1.3199999
"3914",1002,46,4,1
"3915",4313,94,2,3.28
"3916",3604,17,4,1.9200001
"3917",2455,91,4,3.3600001
"3918",3332,61,2,2.3600001
"3919",2375,53,2,0.4000001
"3920",1050,48,2,0.4000001
"3921",3767,68,2,3.28
"3922",1864,17,2,2
"3923",364,6,4,2
"3924",2127,79,4,3.356535912
"3925",816,90,2,2
"3926",4579,21,4,4
"3927",1867,33,4,1.8399999
"3928",3373,23,3,1.003403425
"3929",3026,92,4,2.1599998
"3930",1996,46,2,3.722797155
"3931",689,79,4,1
"3932",4229,66,2,0
"3933",2946,97,4,3.72
"3934",1788,66,4,2.52
"3935",2173,90,4,1.992466688
"3936",2558,52,4,1.56
"3937",1808,52,4,2.3600001
"3938",2188,24,4,3.550343752
"3939",3994,34,4,2.72
"3940",294,59,1,3.661389351
"3941",2911,46,2,4
"3942",3272,52,2,3.2
"3943",2042,96,2,3.96
"3944",4398,33,2,4
"3945",450,10,3,3.3600001
"3946",1636,17,2,1.62471652
"3947",3575,80,2,1.601998091
"3948",3163,64,4,2.12
"3949",1833,19,4,2.047258615
"3950",1401,14,2,3.297560692
"3951",1422,17,4,4
"3952",2939,33,2,3.482424259
"3953",1038,64,2,3.76
"3954",919,93,2,3.44
"3955",2913,82,4,1.893613338
"3956",1478,66,4,2.76
"3957",1834,99,1,3.171777248
"3958",4329,33,2,4
"3959",4567,20,2,3.447923183
"3960",39,90,4,2.3686409
"3961",192,66,1,4
"3962",3248,34,2,3.68
"3963",405,96,4,1.198167324
"3964",4181,10,4,3.687140226
"3965",4444,43,2,1
"3966",1916,80,4,2
"3967",142,79,2,4
"3968",2661,47,2,1
"3969",1575,65,2,3.52
"3970",437,54,4,3.993192196
"3971",2698,69,2,2.741884708
"3972",2241,64,2,1.52
"3973",1807,95,2,2.44
"3974",2475,59,4,3.24
"3975",2948,90,2,2
"3976",3860,72,4,2.478647947
"3977",4407,48,4,3.9216609
"3978",3557,96,4,2.44
"3979",2494,64,2,2.161900997
"3980",3587,95,2,3.450906515
"3981",3676,17,2,1.96
"3982",4679,52,4,3.8
"3983",3550,66,2,0.4000001
"3984",1702,46,2,3.48
"3985",430,14,2,2
"3986",1132,48,4,2.043932676
"3987",3335,17,2,0.859238863
"3988",1328,14,2,4
"3989",1530,70,2,1.8
"3990",1306,59,4,3.2
"3991",573,0,1,4
"3992",2672,60,2,1.48
"3993",1016,90,4,2.918156862
"3994",2988,52,4,2.576430798
"3995",1496,66,2,4
"3996",3690,46,4,2
"3997",4294,97,4,3.469032049
"3998",540,65,4,4
"3999",611,66,2,0
"4000",870,95,2,3.96
"4001",2401,88,2,1.2
"4002",61,90,2,0
"4003",3917,29,2,3
"4004",4049,82,2,2.613803387
"4005",1487,52,2,1
"4006",3885,99,2,0
"4007",2941,33,2,0.6400001
"4008",4582,20,2,2.133586407
"4009",2299,75,1,3.644895792
"4010",3743,23,3,1.8800001
"4011",2970,18,2,3.363692999
"4012",4141,44,2,1.04
"4013",1755,39,2,3.32
"4014",2422,66,4,4
"4015",3375,72,4,3.783919573
"4016",1388,52,4,3.642474651
"4017",1774,33,2,4
"4018",708,46,4,3.3600001
"4019",1698,57,4,0.741733313
"4020",2043,82,4,3
"4021",1549,64,2,3.645996571
"4022",2427,76,4,3.04
"4023",3756,58,4,2.88800025
"4024",1549,61,4,2.6799998
"4025",3329,84,2,2.454878569
"4026",4249,63,4,3.96
"4027",2474,17,4,2.329614401
"4028",561,62,4,2
"4029",3675,22,2,1.1600001
"4030",1011,39,3,1.6800001
"4031",3034,16,2,1.52
"4032",4145,81,2,2.220314741
"4033",1235,52,2,2.8400002
"4034",569,5,4,3.2
"4035",1790,75,2,2
"4036",3240,54,3,3
"4037",3948,52,4,0.03999996
"4038",4171,52,2,4
"4039",323,90,4,1.48
"4040",1063,14,4,3.28
"4041",376,71,2,3.214026928
"4042",3755,47,2,1.72
"4043",448,90,2,2.048574924
"4044",1035,51,4,3.899652719
"4045",237,33,2,1.6800001
"4046",4484,47,4,3.722584963
"4047",416,59,2,4
"4048",1060,54,2,3.84
"4049",4304,98,2,3.32
"4050",2296,60,2,2
"4051",241,12,2,2.890375853
"4052",2548,69,2,3.138429165
"4053",1944,83,2,1
"4054",2814,71,4,2
"4055",1974,14,2,2.439701557
"4056",4457,12,4,0
"4057",1431,94,4,1.96
"4058",1143,59,2,4
"4059",4342,33,4,2
"4060",2670,78,4,1.96
"4061",1807,46,2,3.489718437
"4062",1938,9,2,1
"4063",2684,91,2,3.96
"4064",2686,83,2,2.35871315
"4065",1859,64,2,0
"4066",2515,51,4,4
"4067",1732,17,2,3.01988554
"4068",2653,6,2,2.293617964
"4069",3225,46,4,3.205050945
"4070",4533,47,2,3.226531982
"4071",1416,80,2,2.76
"4072",1453,52,2,3.891352654
"4073",596,5,1,0.892925501
"4074",4013,46,4,3.6
"4075",4083,66,2,2.56
"4076",3451,83,4,1.0799999
"4077",542,10,2,3.11830616
"4078",2795,22,2,3.201529741
"4079",2195,52,1,2
"4080",4646,12,4,3.139889956
"4081",1195,66,3,3.644895792
"4082",2114,53,4,3.28
"4083",307,12,4,2.762663364
"4084",3699,29,1,2
"4085",3030,10,4,0.9200001
"4086",2091,10,2,1.56
"4087",3343,44,4,1.080724239
"4088",235,90,4,2.48
"4089",2400,33,2,1.96
"4090",3101,29,2,2.142803669
"4091",230,97,2,3.24
"4092",1797,26,4,4
"4093",4211,33,2,4
"4094",3763,33,4,3.461194992
"4095",1526,21,2,3.998417377
"4096",595,57,2,3.16
"4097",1012,7,2,1.56
"4098",3496,4,3,2.71682024
"4099",2867,46,3,2
"4100",567,52,2,0.03999996
"4101",4357,50,4,1.762042046
"4102",2729,23,3,3.883221626
"4103",1126,83,2,2.304159164
"4104",3467,39,2,1.2
"4105",3933,17,2,3.12
"4106",3822,60,4,1
"4107",4132,68,4,2.56
"4108",3335,17,2,4
"4109",685,69,4,4
"4110",3767,60,2,3.28
"4111",4270,32,2,0
"4112",4631,84,4,2.566005707
"4113",3116,33,4,4
"4114",2276,64,4,3.378464699
"4115",4694,90,2,4
"4116",2452,34,2,3.760598421
"4117",1832,66,2,3.3600001
"4118",962,36,2,3.68
"4119",157,25,2,3.3939116
"4120",871,95,4,3
"4121",3725,14,2,3.84
"4122",2974,14,2,2.411962509
"4123",2032,60,2,4
"4124",315,64,4,4
"4125",1373,47,2,2.48
"4126",3461,66,2,3.92
"4127",933,30,4,2.6799998
"4128",4006,67,2,3.72
"4129",3679,97,3,1.2
"4130",805,15,2,3.84
"4131",1452,50,4,3.864162445
"4132",1335,64,2,2.56
"4133",1129,83,4,0.878174782
"4134",3627,17,4,1.44
"4135",1101,95,4,1
"4136",852,32,2,0
"4137",1231,65,3,1.1199999
"4138",1705,39,4,2.01957655
"4139",923,52,2,3.08
"4140",4181,12,4,1.035957098
"4141",3206,32,4,2.8400002
"4142",939,54,1,4
"4143",2540,55,2,3.96
"4144",1154,52,2,3
"4145",1130,33,4,2
"4146",2405,39,4,2.216575146
"4147",4475,77,2,2.290861845
"4148",3023,33,2,2.24621892
"4149",388,19,1,0.76
"4150",220,17,2,2.3600001
"4151",1813,39,2,2.556400776
"4152",1727,1,1,3.4
"4153",1744,80,2,2
"4154",1915,60,2,0.605581284
"4155",877,11,2,0
"4156",559,90,4,3.880794525
"4157",1301,97,2,2.333739758
"4158",4016,78,2,2.48
"4159",3688,69,2,2.04
"4160",1666,43,2,4
"4161",1667,52,2,3
"4162",1099,33,2,4
"4163",3119,27,4,1
"4164",771,98,4,2.265399456
"4165",4700,59,4,3.926900625
"4166",1214,97,3,3.845386982
"4167",3591,80,2,3.2
"4168",2390,52,2,3
"4169",2872,66,2,4
"4170",3995,2,4,3.039364338
"4171",2785,46,2,1.28
"4172",2912,10,2,2.6
"4173",2626,10,4,0.781188965
"4174",4590,9,4,3.32
"4175",4351,60,2,2.2
"4176",2202,33,2,3.96
"4177",3449,65,2,4
"4178",3262,17,4,1.309410334
"4179",3559,4,2,2
"4180",630,52,4,2.4
"4181",1300,83,2,3.76
"4182",2865,59,2,2
"4183",603,19,2,3.135034084
"4184",1819,80,4,2.30070591
"4185",1445,97,4,3.683731556
"4186",2763,80,4,1.56
"4187",2223,70,4,1.1199999
"4188",2496,32,2,0.9200001
"4189",4421,22,2,4
"4190",1941,64,2,0.260941505
"4191",3327,17,2,1.741293907
"4192",2665,97,4,2.04
"4193",1564,80,4,2.389705181
"4194",1674,32,2,1.856754065
"4195",2476,52,4,3
"4196",710,66,4,1.72
"4197",2620,87,4,2.193057537
"4198",385,91,2,1.9200001
"4199",349,34,2,3.604445934
"4200",1890,90,4,1.367346287
"4201",3965,90,2,4
"4202",2306,10,2,3.507178783
"4203",368,66,4,1
"4204",321,46,4,1.8
"4205",1924,11,4,3.76
"4206",4480,65,2,3.693497658
"4207",112,91,4,3.24
"4208",3254,10,4,2.56
"4209",2404,14,2,2.2
"4210",2874,52,4,3.3600001
"4211",4305,90,3,3.816519022
"4212",4396,10,1,2.479550362
"4213",4531,51,2,2.085348129
"4214",1578,52,4,0.48000002
"4215",4657,52,4,2.08
"4216",987,83,2,3.777364492
"4217",4393,82,3,2.8400002
"4218",2811,34,2,3.297560692
"4219",37,33,2,1.379262924
"4220",914,33,1,1.48
"4221",4307,52,1,3.794081688
"4222",2015,54,2,4
"4223",1147,66,4,3.07353425
"4224",2841,90,2,3.84
"4225",848,17,3,1.76
"4226",2932,76,4,2.66328001
"4227",378,90,4,3.767391205
"4228",65,60,4,3
"4229",1455,60,4,2.92
"4230",780,52,2,1.915529728
"4231",1296,60,2,2.56
"4232",4156,17,2,0.8800001
"4233",1943,32,4,0.668581486
"4234",222,90,4,0.830030441
"4235",1438,6,4,0.798970222
"4236",116,17,4,1.8399999
"4237",4329,92,2,0.20000005
"4238",3204,35,3,0.20000005
"4239",4541,17,4,2.435398102
"4240",466,32,4,1
"4241",203,52,4,3.16
"4242",4317,97,4,3.96
"4243",531,67,2,3.817848444
"4244",154,97,2,4
"4245",3616,21,4,4
"4246",1744,83,2,4
"4247",2792,47,4,3.022391319
"4248",4159,34,4,2.56
"4249",2214,98,2,0.07999992
"4250",2755,58,4,2.28
"4251",3245,33,4,3.96
"4252",140,60,4,0.982891321
"4253",3742,60,4,4
"4254",1777,97,2,3.92
"4255",2099,31,2,2.2
"4256",1655,34,4,4
"4257",2968,46,4,1
"4258",3364,54,4,2
"4259",4560,19,2,1.76
"4260",2669,17,2,0.947072029
"4261",3158,33,4,4
"4262",814,52,2,2
"4263",3707,48,3,3.28
"4264",4132,48,4,2.114049435
"4265",876,52,2,2
"4266",4033,48,2,2
"4267",1570,69,4,1.4000001
"4268",2220,33,4,0.610051155
"4269",219,17,4,1.961751223
"4270",1467,84,3,1.380317688
"4271",1064,42,4,3.2
"4272",3684,51,4,4
"4273",3470,73,2,2
"4274",2268,11,2,0.319518328
"4275",3967,33,4,3.68
"4276",4680,80,4,4
"4277",1954,19,2,2.4
"4278",1942,46,2,2.732169628
"4279",2554,64,2,1.3199999
"4280",4694,17,4,0
"4281",3226,32,2,2.2
"4282",3959,66,2,0.897193909
"4283",955,83,2,3.445923805
"4284",4428,79,1,3.030750036
"4285",2130,52,2,3.99486208
"4286",332,32,4,4
"4287",4361,21,2,3.690703154
"4288",1587,60,2,2.46419692
"4289",2293,81,2,2.08
"4290",4599,80,2,2.298010349
"4291",22,84,4,2
"4292",4697,57,2,3.660030127
"4293",1767,97,4,4
"4294",408,48,2,2
"4295",4713,52,2,1.56
"4296",74,25,2,1.1600001
"4297",3409,90,4,3.8
"4298",4090,80,1,1.6800001
"4299",4,18,1,2.409512043
"4300",2552,35,2,2.72
"4301",3115,92,4,1.468477011
"4302",3944,12,4,3.845386982
"4303",2175,53,2,2
"4304",586,59,4,4
"4305",2587,33,4,2.975352049
"4306",930,59,2,3.2
"4307",3915,4,2,3.04
"4308",4471,83,3,3.3600001
"4309",4057,80,2,4
"4310",606,91,4,2.76
"4311",2249,2,2,1.9200001
"4312",3060,79,2,2.76
"4313",463,33,2,0.249664307
"4314",2737,45,2,0.9200001
"4315",3348,11,2,3.6399999
"4316",4474,80,2,3
"4317",1798,78,4,2.877808332
"4318",4199,20,4,3.715542316
"4319",2567,12,4,3.064242363
"4320",4238,60,4,1.56
"4321",1609,81,2,3
"4322",3788,73,4,1.6800001
"4323",101,59,2,4
"4324",759,60,2,2.351036549
"4325",2561,59,4,1.48
"4326",3922,33,4,3.660763741
"4327",1930,90,2,3
"4328",4322,52,4,4
"4329",18,97,4,4
"4330",3716,8,2,1
"4331",906,82,4,3.96
"4332",3225,91,4,0
"4333",2653,59,2,1
"4334",4328,33,1,2.1599998
"4335",4441,15,3,2
"4336",3709,96,2,2.38753581
"4337",1220,25,2,3.029622078
"4338",43,39,4,2.72
"4339",1387,38,2,2.518229961
"4340",3975,68,4,3.169533253
"4341",904,60,1,1.163125992
"4342",2616,39,4,1.83735919
"4343",1822,66,4,2.374308109
"4344",186,17,4,1.5999999
"4345",333,32,4,1.72
"4346",391,33,2,1.856754065
"4347",2344,6,2,1.3599999
"4348",3537,77,2,3.6399999
"4349",3650,91,2,3.840130806
"4350",1042,75,4,1.51723361
"4351",3013,82,2,4
"4352",239,34,4,3
"4353",1638,46,4,2.985487938
"4354",3153,17,4,1.949599981
"4355",3931,43,4,1.96
"4356",740,69,3,1.8800001
"4357",3504,64,4,4
"4358",4409,83,2,4
"4359",838,30,1,3.96
"4360",3076,20,2,0
"4361",1873,82,2,0.9200001
"4362",4667,64,4,3.84
"4363",2934,97,4,2.4
"4364",1752,2,4,1.8
"4365",71,46,4,3.92
"4366",2052,96,2,2
"4367",1866,20,4,0.68000007
"4368",1349,66,2,4
"4369",878,46,4,3.141357422
"4370",1255,66,2,3.04
"4371",4290,67,2,3.334946156
"4372",1277,52,2,2.72
"4373",2376,19,4,4
"4374",4600,83,4,4
"4375",1639,46,2,0
"4376",3154,12,2,0.620795488
"4377",3531,68,4,2.96
"4378",4435,30,4,4
"4379",1819,33,4,1.56
"4380",2383,82,4,3.2
"4381",2479,60,4,2.44914484
"4382",3222,51,4,2.6
"4383",4029,97,4,1.541164637
"4384",393,64,4,0.03999996
"4385",969,60,4,1
"4386",4345,17,2,1.996195555
"4387",3556,66,3,3.12
"4388",2009,90,3,0
"4389",4328,54,4,1
"4390",3742,98,2,0.020160198
"4391",1302,34,4,2.1599998
"4392",1114,22,2,2.510417223
"4393",2393,18,4,1.56
"4394",3773,46,2,2
"4395",345,23,4,1.621388435
"4396",3649,12,4,3.12
"4397",4226,16,2,2.511491299
"4398",1301,50,2,3.96
"4399",4461,24,2,2.3600001
"4400",2066,66,2,2.388206005
"4401",438,40,2,2.6399999
"4402",1186,74,4,3.878460884
"4403",2206,60,2,3.72
"4404",2322,77,4,2.807357788
"4405",3799,56,2,2.8400002
"4406",414,83,2,2.6
"4407",1533,60,4,4
"4408",4342,5,2,3.072140694
"4409",3379,97,4,3.52
"4410",3945,17,2,1.1199999
"4411",615,48,3,3.6
"4412",4092,33,4,4
"4413",2033,80,4,3.28
"4414",3075,91,4,1.822212696
"4415",2726,58,1,4
"4416",4557,52,2,4
"4417",2166,84,2,2.8400002
"4418",3416,64,2,2.48
"4419",1800,33,1,0.998176575
"4420",563,66,4,1.739900351
"4421",2770,39,2,3
"4422",2063,67,2,3.84
"4423",402,48,4,4
"4424",2087,82,2,2.52
"4425",2154,48,2,1.48
"4426",4698,46,2,4
"4427",2282,52,2,2.8400002
"4428",472,14,2,3.4
"4429",922,27,2,1.811957359
"4430",1637,52,4,1.637830496
"4431",4343,52,2,3.88
"4432",264,59,2,1.1199999
"4433",35,75,2,2.4
"4434",659,34,4,2.734970331
"4435",2595,66,2,3.6399999
"4436",2335,90,2,1.8800001
"4437",1283,80,2,1.561988354
"4438",443,43,2,1.987589598
"4439",497,32,2,1.311522484
"4440",3372,33,1,2.464573383
"4441",2733,17,1,3.96
"4442",1157,64,2,0.16000009
"4443",2159,46,4,3.736559391
"4444",1031,23,4,3.333000898
"4445",1494,32,4,3.52
"4446",1896,4,2,2.04
"4447",3264,34,2,1.984294415
"4448",3230,45,4,3.737243176
"4449",1415,83,2,3.785493612
"4450",3678,80,4,2.740264893
"4451",1966,44,2,1.244140625
"4452",2370,10,2,1.24
"4453",189,74,2,0.20000005
"4454",4120,46,4,2
"4455",485,43,4,2.88
"4456",1153,75,4,1.963340044
"4457",893,52,4,2.28
"4458",1228,66,4,2.316880703
"4459",3488,80,1,3.96
"4460",269,16,2,4
"4461",2037,59,4,2.56
"4462",3779,52,2,4
"4463",3540,48,3,2.3200002
"4464",2439,66,4,1.0799999
"4465",786,15,4,1
"4466",2302,52,4,1
"4467",3178,24,4,0.718510628
"4468",1211,50,4,3.675794125
"4469",1028,9,2,3.96
"4470",2573,69,2,2.446391582
"4471",1692,14,4,0.68000007
"4472",2604,90,2,2
"4473",2508,60,2,2.4
"4474",814,76,2,2.92
"4475",1757,46,4,4
"4476",52,33,4,3.991836309
"4477",4555,65,1,1
"4478",1326,52,2,2.4
"4479",1684,24,4,4
"4480",592,54,2,3.161398411
"4481",3673,48,2,1.380317688
"4482",2918,39,4,2.382944345
"4483",3019,82,4,1.3599999
"4484",1009,14,2,1.830801725
"4485",2231,40,2,1.397130966
"4486",2021,22,2,0.733107805
"4487",2684,33,2,0
"4488",937,39,4,4
"4489",1427,16,2,2.56
"4490",130,33,2,2
"4491",3314,52,2,0.07999992
"4492",3645,46,2,1.62471652
"4493",2887,83,4,2
"4494",82,79,2,4
"4495",4026,11,2,1.9200001
"4496",3126,52,2,4
"4497",2545,30,3,3.2
"4498",332,52,4,2.8400002
"4499",4647,59,4,1.96
"4500",2158,64,1,3
"4501",3486,62,4,2.72
"4502",3431,98,3,2
"4503",2012,56,4,0.499558926
"4504",2030,34,4,0.946698666
"4505",4643,68,4,2.24
"4506",668,22,2,0.8800001
"4507",314,20,4,1
"4508",3342,52,4,2
"4509",3322,60,4,3.538522005
"4510",2153,34,4,3.4
"4511",3873,17,4,2
"4512",301,48,2,3.88
"4513",1381,58,2,3
"4514",4339,90,2,2
"4515",2308,4,4,1.887564182
"4516",1617,34,2,2.552713871
"4517",2960,60,2,3.44
"4518",3731,39,4,1.9200001
"4519",2685,40,2,1.8399999
"4520",1429,83,2,3
"4521",3042,66,4,1.506946802
"4522",2567,69,4,1.050928593
"4523",2371,10,4,3
"4524",845,52,4,1.204220057
"4525",1090,46,2,2.6399999
"4526",402,66,4,3.4
"4527",2578,58,4,4
"4528",441,30,4,3.61108923
"4529",2778,46,2,1.541164637
"4530",2675,97,4,3
"4531",3394,33,4,3
"4532",2170,39,4,2.577941418
"4533",1807,10,4,2.161900997
"4534",884,91,4,3.261305809
"4535",4653,17,4,3.2
"4536",813,75,4,3.4
"4537",4206,39,2,2
"4538",3733,78,4,1.9200001
"4539",4360,52,4,2
"4540",2311,66,4,3.415660381
"4541",401,67,4,4
"4542",2173,20,4,2.6399999
"4543",2121,33,2,1.4000001
"4544",3951,82,2,2.56
"4545",4415,90,3,2
"4546",2763,34,4,2.6
"4547",3298,6,4,2.549137592
"4548",3787,80,4,0
"4549",4099,33,4,1.185286522
"4550",2538,24,4,1.5999999
"4551",663,46,2,3.193223
"4552",1372,33,2,1.76
"4553",3737,78,4,0.231070757
"4554",4515,47,4,1.934178829
"4555",3866,89,4,3
"4556",694,30,2,1.398539543
"4557",3472,24,2,3.2
"4558",297,40,4,1.467449665
"4559",3387,66,2,2.72
"4560",1051,60,4,2.671303272
"4561",835,39,3,1.3599999
"4562",1140,52,2,0.03999996
"4563",1626,97,4,3.44
"4564",4258,78,2,2
"4565",2681,78,4,3.945796728
"4566",4095,40,2,2.4
"4567",528,38,4,0.744732141
"4568",138,33,2,1.6800001
"4569",4111,59,4,2.4
"4570",1995,4,4,3.3600001
"4571",1006,64,2,2.647870302
"4572",2143,95,4,2.983232975
"4573",2316,17,4,1.8399999
"4574",1660,83,4,4
"4575",2181,59,4,3.84
"4576",4596,5,4,2.285134077
"4577",3777,17,2,3.284048319
"4578",4237,57,4,1.0799999
"4579",4406,86,2,2.976166487
"4580",2506,63,2,1.72
"4581",4020,14,4,0
"4582",3708,47,2,2.72
"4583",1670,78,4,2.04
"4584",3356,33,4,3.08582449
"4585",2435,92,1,1.24
"4586",3478,39,2,0.03999996
"4587",3354,17,2,0.790905237
"4588",3578,39,2,2
"4589",3028,25,4,2.494282484
"4590",1583,39,4,3.96
"4591",3743,64,4,0
"4592",4378,33,4,3.96
"4593",171,80,4,1.915888309
"4594",99,80,2,3.96
"4595",432,52,4,3.12
"4596",225,64,4,2.44
"4597",3875,24,2,2.203691959
"4598",1818,52,4,0.44000006
"4599",4223,52,1,3.48
"4600",114,65,4,2.838243485
"4601",2362,59,2,2.902017593
"4602",8,66,2,3.2
"4603",3425,52,4,2.4
"4604",4533,90,2,2.3600001
"4605",4601,70,1,1.959402561
"4606",3326,52,4,3.11575222
"4607",1108,59,2,2
"4608",473,32,2,0.31999993
"4609",2595,39,4,3.4
"4610",1256,33,2,2.44
"4611",2817,82,4,2
"4612",2746,74,2,2.3200002
"4613",2203,66,4,2.52
"4614",1454,14,4,3.742448092
"4615",2736,48,2,1.911678076
"4616",1899,7,2,2.8400002
"4617",3107,0,2,2
"4618",1536,13,2,1
"4619",1778,17,4,3.44
"4620",1480,52,4,1.869357347
"4621",801,46,2,1.8399999
"4622",2855,66,4,2
"4623",4550,46,4,2.340521574
"4624",1951,52,2,4
"4625",1164,15,2,2.2
"4626",3815,69,2,2.862366676
"4627",2670,9,2,4
"4628",1109,90,4,2.958415031
"4629",3197,52,2,3.92
"4630",4499,9,4,3.04
"4631",2273,83,4,3.297560692
"4632",1338,16,4,3
"4633",2128,80,2,3.225620031
"4634",4341,53,2,4
"4635",2559,17,4,3.795841694
"4636",1222,68,4,3.04
"4637",2587,17,2,2.199242353
"4638",57,17,4,2.28
"4639",597,46,4,4
"4640",3672,92,4,2.66328001
"4641",4143,52,4,2.284269571
"4642",3800,91,2,0.03999996
"4643",1291,78,4,2.407410622
"4644",3466,90,2,1.9200001
"4645",3621,94,4,1.44
"4646",267,18,4,3.20986104
"4647",1456,51,2,3.131431341
"4648",4150,75,4,2
"4649",123,40,2,3.44
"4650",2823,46,2,3.32
"4651",3924,22,2,1.398539543
"4652",514,82,4,2.44
"4653",2270,39,2,3.96
"4654",2993,11,2,1.13155508
"4655",1426,39,4,1.934178829
"4656",711,66,3,0.571108818
"4657",1446,11,2,3
"4658",3108,42,4,1.96
"4659",687,34,2,3
"4660",2444,90,2,3.754028082
"4661",898,37,2,0
"4662",934,34,4,2
"4663",3844,84,4,3.96
"4664",1433,75,3,3.983927727
"4665",2784,39,4,2.72
"4666",3986,82,4,2
"4667",338,54,2,3.74284935
"4668",4512,46,4,1.9200001
"4669",4657,17,4,3.663683414
"4670",2810,81,1,3.92
"4671",3457,81,2,2.6799998
"4672",1127,54,4,3.96
"4673",2303,95,2,0.03999996
"4674",4021,83,4,3
"4675",873,98,4,0
"4676",864,17,4,0.03999996
